name,highway,shape_length
Dadasaheb Gaikwad Road,unclassified,719.194598203826
Dr Rajendra Prasad Road,tertiary,555.474704917771
K D Shah Road,unclassified,178.338581509833
Kasturba Road,unclassified,246.607685087136
Lala Devidayal Road,secondary,1189.39170225504
Pitkar Road,unclassified,100.079785728073
Purushottam Kheraj (Dumping) Road,secondary,999.241131753521
R H Bhojraj Road,unclassified,717.001717058374
Ramratan Trivedi Road,unclassified,630.667372170444
Saint Pius Road,unclassified,202.259898135944
Sewaram Lalwani Road,unclassified,1393.31592721355
Subhash Chandra Bose Road,secondary,545.6855022579509
Trimurti Marg,unclassified,511.190139851538
Walji Ladha Road,unclassified,632.534265389274
Zaver Road,unclassified,630.507200087147
Ganesh Gawde Road,unclassified,993.717141170273
Bhandup Village Road,tertiary,1077.7352139055674
Gaon Devi mandir,unclassified,2137.37741768639
Jamil Nagar Road,unclassified,1287.53628082091
Lake Road,unclassified,1377.59572545564
Maharashtra Marg,unclassified,231.221925521685
Pratap Nagar Road,unclassified,936.879588851483
Quarry Road,tertiary,940.921476915692
S Pratap Singh Road,tertiary,1591.89348579814
Sai Hill Road,living_street,161.265254564478
Sai Vihar Path,living_street,333.946847636147
Tembhipada Road,unclassified,644.6919792394815
Water Tank Road,unclassified,1792.57138552722
Nane pada nalla,unclassified,347.176236228647
Tansa Pipeline,unclassified,3381.344641728395
A K Marg,tertiary,369.768788601874
Santacruz Skywalk,footway,716.957808688097
Captain Vinayak Gore Bridge (Irla Bridge),secondary,180.96209539303408
Chatrapati Shivaji Road,secondary,561.3061153037725
Premier Road,unclassified,1030.69884607445
Naupada Road,tertiary,543.295116627517
Jamshedji Tata Road,secondary,116.658950025774
M V Pandloskar Road;Tejpa Scheme Main Road,residential,724.530849053929
Pant Nagar Colony Road,tertiary,794.163019549543
Bhavani Lane,residential,134.07167218681
Bhagwan Mahaveer Lane,residential,153.373057141994
A.S. Gawde Marg,tertiary,215.15255017288422
Shri Gurudatta Mandir Marg,residential,911.983123723211
Ram Narayan Narkar marg,residential,588.5397893864425
Jawahar Road,tertiary,471.985514704308
Khokhani Lane,residential,392.228643447495
Derasar Lane,residential,500.544999927182
NG Road,tertiary,1253.75445751736
Mysore Colony internal road,residential,90.0210510495225
LM Nadkarni Road,tertiary,1235.29197325207
Waman Tukaram Patil Marg,secondary,1081.77112335644
Kasturba Cross Rd. 3,residential,642.9811495698
Kasturba cross Rd No.2,unclassified,706.103604259343
Kasturba Cross Road No.1,secondary,654.286194100468
Chinchpada Road,residential,308.741215791233
Mhahadev Bhai Desai Road,residential,381.64466521431
Kasturba Cross Rd. 4,residential,306.630752837423
Nagri Niwara Parishad Plot 5,unclassified,179.5927532413605
S N Dubey Road,tertiary,1022.25379137121
Ramabai Chemburkar Marg,unclassified,139.5078060501385
Tilak Vidyalaya Road,unclassified,145.001056208139
Thanawala Lane,unclassified,156.917783450057
Chinchawali Bunder Road,residential,276.111163112645
V.N. Purav Marg,tertiary,1022.3655229575725
Sky Walk (Vile Parle (west)),footway,668.024032261961
Vidyavihar skywalk,footway,178.122580620588
Chembur Station SkyWalk,footway,276.988565901155
Bhandup Station West Skywalk,footway,496.686324458648
Santa Cruz Flyover,secondary,231.4642487454805
P S Ramile Road,unclassified,499.872842259919
Versova - Madh Ferry,unclassified,197.886543901128
Madh Island Road,secondary,660.454299653979
Ram Hazare Marg,tertiary,144.09367721684498
Ramakant Deshmukh Marg,residential,1048.017294130895
Hari Bhikaji Bhosale Marg,unclassified,132.051739395045
Tagore Nagar Rd,tertiary,166.281294127538
Kulupwadi,unclassified,539.7048504396676
Priyadharshini Skywalk,footway,69.379616639383
Rai Dongri Road,tertiary,1386.20857034253
Vallabh Baug lane,tertiary,1030.25154829047
Road Number 7,tertiary,477.744934140758
Barrister Nath Pai Road,tertiary,1138.65870959148
Vasantrao Bhagwati Marg,residential,381.151142622811
Bhaweshwar Road,residential,205.282633832207
Vallabh Baug Lane,residential,467.407832347361
Shrimad Rajchandra Lane,residential,305.156543863651
Babli Mahadev Kanekar Marg,residential,642.916599092009
Harbhanji Lane,residential,260.800723207963
Bombay Samachar Marg,residential,532.041445607984
Hazarimal Somani Road,tertiary,891.127015863752
Dr Dadabhai Naoroji Road,primary,779.6755211409585
Indian Merchants Chamber Road,residential,227.19569986568598
Vithaldas Thackersey Marg,unclassified,1278.59213433886
Bhakti Dham Mandir Road,unclassified,841.486409915012
Bhuleshwar Road,secondary,173.18392436776452
Jagannath Shankarsheth Marg,secondary,360.2989497518525
D Saraswati Marg (Central Avenue),secondary,247.940894826662
TEC Niwas Sthan Road,residential,806.151649414568
Shree Ahobila Mutt Road,residential,180.917239726427
7th Cross Road,residential,284.13933374073304
Buddh Vihar Road,residential,390.572750717379
Kanjur Village Road,unclassified,490.741959512639
Vikhroli Flyover,trunk,906.4930620735399
Babi Dhuri Marg,unclassified,594.00562200326
Shanta Jog Marg,tertiary,476.488802761882
Tilak Birdge,primary,340.237467244212
Laxman Umaji Gadkari Marg,unclassified,2029.63103893826
Vishnu Nagar Road,living_street,249.029931746186
Ranade Road,residential,240.579854577734
Prabhodhan Marg,tertiary,488.915361168455
R Das Road,tertiary,849.115501158411
Appasaheb Sidhaye Marg,tertiary,243.32319098903082
Suhasini Pawaskar Path,tertiary,412.932852832718
Road 12,residential,243.257663925024
Agarwal Estate Rd,tertiary,23.648670458762
Behrambaug Road,primary,1249.33322350488
CD Barfiwala Road,primary,250.98218048302
Harbour Line,unclassified,7935.451341851074
Hindu Friends Society Marg,tertiary,559.143397090151
Dauwood Baug Lane,tertiary,602.936596547024
Gorai Borivali Road; Lokmanya Tilak Road,secondary,587.334385652062
Veer Savarkar Rd,residential,1190.1979532354915
Bal Rajeshwar Marg,tertiary,590.486541025962
Agrawal Rd,residential,1044.7900575853691
Vidyalaya Marg,unclassified,521.602838856664
Ghatipada Rd,unclassified,765.119408306174
JMM ROAD,living_street,793.738058935
Saki Vihar Road,secondary,728.615060906226
our lady of velankanni marg,living_street,519.083775215343
P Keluskar Mg,unclassified,633.345432825301
Bapu Bagve Road,tertiary,897.269709262628
Shramdan Road,unclassified,398.768635725414
Madhusudan Kalekar Marg,unclassified,831.520927689226
Dharavi Depot Road,primary,1393.83107533688
Sant Rohidas Marg,primary_link,827.517111292191
Hariom Nagar Road,residential,345.707692143542
Turbhe Rd,unclassified,1374.62641478899
Khetwadi 6th Lane,unclassified,171.854054220553
Masjid Cross Lane; Ibrahim Rahimtoola Marg,unclassified,52.67867037549315
Sardar Vallabhbhai Patel Marg (Sandhurst Road),secondary,256.3717352064575
3rd Lane,unclassified,394.969335767302
Krishnalal Marva Marg,tertiary,725.6578972227293
Kadsiddheshwar Marg,secondary,1554.84452095361
Lokhandwala Marg,tertiary,864.0993644930655
Sadanand Hasu Tandel Marg,unclassified,333.224747724044
Anant Vishram Nagvekar Marg,unclassified,350.647144205012
Eknath Buwa Hatiskar Marg,unclassified,632.353375609633
Golpha Devi Mandir Marg,unclassified,651.205714959201
V B Worlikar Marg,living_street,1187.61684356206
Sayani Marg,primary,261.409528520896
Major R Parameswaran Road,residential,496.626772025975
Nathalal Parekh Road,secondary,94.8851483518707
Vidyalankar Marg,unclassified,365.86453024394
Suman Nagar Flyover,trunk,511.074190225464
Sharadbhau Acharya Marg,unclassified,295.419866320349
Postal Colony Road,unclassified,957.703968451839
Gokhale Path,unclassified,183.172939016967
SO Vani Road,unclassified,215.595832742184
N C Kelkar Marg,primary,898.977327989886
Vijay Raut Road,tertiary,291.526794983475
MHB Colony Rd,tertiary,1294.72680423308
RK Singh Rd,unclassified,667.98925173139
Sant Shitolebaba Maharaj Marg,secondary,456.48953341773495
Dr. Peter Dias Road,unclassified,395.619465356141
Sewri-Chembur Road,primary,188.17339024439886
Olmstead Avenue,unclassified,438.254018138925
kamraj nagar,residential,183.585373842134
Chheda Nagar Service Road,unclassified,1133.79463682595
Kamaraj Nagar Road,unclassified,1141.33015201494
Somaiyya Nalla,unclassified,2364.48678203875
Pedestrian Subway,pedestrian,59.2912709118923
Jain Mandir Marg,residential,366.0122605477805
CGPower road,service,809.543779923232
Kamgarnete Madhukar rao Sarpotdar Marg,unclassified,379.59898613980766
Royal Classic,residential,299.685871787779
Tejpal Scheme Road,unclassified,438.203840544343
Tejpal Scheme Road 2,residential,330.797076461519
Tejpal Scheme Road 3,residential,282.170469752538
Tejpal Scheme Road 4,residential,277.068356159117
Tejpal Scheme Road 5,residential,269.6357386820695
Tejpa Scheme Main Road,residential,544.906552696128
Janki Kutir,residential,393.354712177312
Adi Sankaracharya Marg,primary,588.4215323377105
Jogeshwari-Vikroli Link Road,primary,83.7639690896508
Krantiveer Lakhuji Salve Marg,secondary,2619.73996397256
Sant Gadge Maharaj Marg,primary,3438.92042651392
Hanuman Mandir Road,secondary,382.335084374237
Ram Bhau Barve Marg,tertiary,354.784789322438
Vrindavan Gurukul Haridwar Marg,residential,241.702409601225
Aramnagar Part 1,residential,741.158449247864
Goma Galli,living_street,255.303244637138
Paranjpe B Scheme Road No 2,residential,204.64562199677
Hanuman Cross Road 2,residential,290.715308990685
Gaondevi Road,residential,404.966275560792
Road No. 10,residential,38.6313875733323
Sahakar Road,tertiary,1557.24358398531
Railway Colony,residential,250.912039083869
Mulund Flyover,trunk,642.863428880637
Eastern Expressway,trunk,68.6254193201911
Vikhroli Park Site Road 7,unclassified,248.129018159046
Shree Yavateshwar Marg,unclassified,180.16416708566925
V Makarand Ghnekar Marg (Azad Road),tertiary,389.095427080941
Vihar Lake Marg,unclassified,392.50455913595954
Technology Street,residential,880.815221624026
Walkway 1,path,15.8962778206721
Walkway 2,path,9.41314187854879
Walkway 3,path,7.21530965077056
Walkway 5,path,2.19457088437444
Walkway 4,path,4.93329867366354
Lions Sol Marg,tertiary,411.500517022397
Bhakti Vendanta Swami Marg,primary,683.7532378239209
Jogani Industrial Road,service,560.18201149088
Rd4-Rd6 Connector 1,residential,298.064213341988
Rd4 - Rd6 Connector 2,residential,256.98710600244
Road No. 6,unclassified,644.965115798744
Rd5-Rd6 Connector,residential,149.329726552568
Pestom Sagar Road Number 3,residential,214.386909875785
Road No. 1,residential,175.24000200943226
walkway through slums,living_street,79.722230558214
Danapani Road,unclassified,1577.10919569443
Shahid Bhagat Singh Road,primary,348.401958731198
Mint Road,tertiary,417.821804123785
Perin Nariman Street (Bazar Gate Street),unclassified,118.74477733655439
Road No. 4,unclassified,380.952426190402
Shanti Path,unclassified,53.1570924315312
BMC Subway,footway,36.7543332687423
CST Subway,footway,46.8272747643511
Mumbai Samachar Marg,unclassified,216.547537396651
Prince's Dock,unclassified,2641.24852071062
Clerk Basin,unclassified,539.665316367763
Pali Market Road,residential,91.0430910783405
Murzban Road,tertiary,720.984490192324
A D'Mello Road,primary,153.82097980719257
Oval Maidan Crossing,unclassified,173.156946092909
Cricket Pitch,unclassified,40.1659084728225
Dr K Raishi Shah Marg,unclassified,547.931323392509
Lokmanya Tilak Marg,residential,186.52002505435348
P D' Mello Road (Frere Road),primary,352.770465205119
Free Press Journal Marg,unclassified,397.982134277832
Jamnalal Bajaj Road,residential,158.478079318328
R N Goenka Marg,unclassified,227.373687403792
Vinayak K Shah Marg,tertiary,269.931022096647
Sassoon Docks,unclassified,1345.15955067865
Wodehouse Road,secondary,532.808347509985
Frere Bridge,secondary,173.343972152927
J Shankarsheth Marg,secondary,237.306148009333
Lok-Kavi Kisan Sawant Road,living_street,263.757825376618
Vachha Gandhi Marg,unclassified,267.969560011957
Dr. Shiromani Rohidas Marg,unclassified,346.375255038921
Ingalwadi Lane,residential,566.3049424350745
Pir Pau Jetty,unclassified,542.945606803979
Vishnu Ganesh Pingale Marg ( Teli Galli),unclassified,219.379603987305
Dr. Jayvant Palkar Road,residential,309.226782266291
Chikku Wadi Rd,unclassified,1629.63030909174
Gora Kumbhar Rd,residential,618.882783792995
Kulupwadi Road Number 2,residential,242.047634664316
Mhada Road Number 1,residential,329.465112368681
Road 10,residential,113.926165547713
Road 14,residential,61.9316753929094
Road 4,residential,186.04304174701
Road 5,residential,85.7010807205227
Road 6,residential,122.355645828148
Road 9,residential,200.381306533058
Shiv Vallabh Cross Rd,unclassified,273.405787985205
Shree Krishna Cross Road 2,residential,275.925144595065
Shree Krishna Cross Road 3,residential,278.282318164291
St Gora Kumbhar Marg,unclassified,435.760672899291
St Gyaneshwar Rd,residential,463.287306852124
Vivek Kambli Marg,residential,396.74538729349
Atharva Back Rd,residential,654.518804200773
Shailendra Vidyalay Marg,tertiary,390.987527344785
Tph Road,residential,735.4855050523
Gupha Rd,unclassified,202.709389795715
Haji Bapu Patel Road,residential,1036.2309294427
Jai Narayan Vyas Rd,unclassified,683.133378272907
Mahindra Nagar Road Number 2,residential,336.634333778179
Majas Rd,residential,498.786842817705
Police Station Rd,residential,117.661965458069
R.S.C. Road Number 4,residential,346.999652706388
RR Thakur Rd,unclassified,371.0092225068105
Swatantriya Sainik Late Shri Chiranjilal Murarka Marg,residential,573.611474626412
TD Vora Marg,residential,234.088851617231
Caves Road,tertiary,86.44461326307045
S.V.Road,residential,311.168064000448
Anna Godbole Marg,residential,204.418648651035
Baburao Paranjape Marg,residential,523.625514438538
Kanjur Station Road,pedestrian,131.9801878339046
Link Rd,residential,720.758797935255
Pariwar Road,residential,239.807422170838
Police Station Road,residential,741.596417095669
Samarth Nagar Rd,living_street,334.14446664293
Tembhipada Rd,residential,285.168496082773
Wadegatidevi Marg,residential,195.945843154211
Marathon Avenue,residential,518.674360530061
Way to K.V teachers colony,residential,500.113870966002
BP Cross Road Number 1,residential,560.17115861226
Chandrakant Kotecha Marg,residential,452.185133220377
Cross Road Number 2,residential,224.916609636557
Cross Road Number 4,residential,222.645503568436
Custom Dept Rd,unclassified,232.2279906936
DP Rd,residential,507.72545657228
Datta Mandir Rd,residential,904.818819447573
Dr Gajanan Purandare Rd,residential,301.078811302062
Hill Breeze Rd,unclassified,209.679095191298
Mahakavi Kalidas Rd,residential,241.850955927862
Murar Rd,residential,547.651012985775
Parivar Ground Rd,residential,301.229549753048
Purushottam Kheraj Road,secondary,945.7345402247851
S Samuel Marg,unclassified,289.374468298704
Shahid Mangal Pandey Rd,residential,200.603538318972
Sonapur Ln,residential,588.659118169834
bright jr college,unclassified,262.525056968239
Anandnagar Rd,pedestrian,16.3807904270296
Bhoir Nagar Rd,residential,529.174761807561
GV Scheme Road 4,residential,409.003133837108
G.V.S. Rd,residential,193.820237476309
Nanepada Rd,residential,465.230482487877
GV Scheme Rd 3,residential,90.19573824609995
1st Cross Ln,residential,385.095605989477
Dayanand Saraswati Marg (Central Avenue Road),secondary,281.413387741447
Bankeram Tiwari Marg,residential,224.522873665602
Joshi Marg,residential,246.964321010896
Mulund Court Road,unclassified,190.163926182098
Jai Bhavani Marg,residential,161.428770967619
Captain Prakash Pethe Road,residential,868.467715087546
Lokmanya Tilak Road Extension,residential,267.756824829993
Teli Galli Cross Rd,residential,403.993454353625
S Radahakrishnan Road (Nagardas Road),residential,787.705261159874
Prarthana Samaj Road,road,67.1542514690573
Sanyas Ashram Road,unclassified,101.515654106189
Garden Lane,residential,222.497652276398
Khambata Lane,residential,288.333574285297
Sayed Mukri Street,residential,220.544418044621
tarun bharat raod,residential,195.280511924803
Kanti Nagar Road,residential,406.36499673876
Nawroji Sheth Ln,residential,197.269284173352
Shankar Bari Ln,residential,97.9568393989378
D Parulekar Lane,residential,165.035852894036
Dr Nagindas Shah Ln,residential,197.204586832055
St. Joseph's Avenue,residential,181.093871230567
34th Road,residential,92.4668302559479
35th Road,residential,175.053845963679
36th Road,residential,445.640425374169
37th Road,residential,191.304125622602
Church Rd,residential,503.540057245448
Dhruvraj Singh Road,residential,298.1638298905145
Gangawadi Lane,residential,244.413944505834
Gopal Lane,unclassified,197.216805584167
Khairani Rd,residential,156.590466450227
Laxminarayan Lane,residential,220.651270544801
Lokmanya Tilak Nagar,residential,464.746905025947
Mahindra Park Road,residential,590.945995338607
Makwana Rd,residential,728.888316149675
Marol CHS Rd,residential,543.749389615628
Marol Village Rd,residential,275.204218891914
Navroji Lane,residential,322.0923189377305
Netaji Palkar Marg,residential,683.1661273082475
Road Number 16,service,998.230730873876
Sakinaka Tele Exchange Lane,residential,723.80472033162
Shayir Kishan Kharat Road,residential,403.9285621102225
Sanitorium Lane,residential,253.827067180891
TPS Lane 3,residential,432.16232247556
Telephone Exchange Road,tertiary,351.517450730702
Vikhroli Park Site Road 4,residential,167.846666127195
Vikhroli Park Site Road 5,residential,185.556097092491
andhra bank,residential,414.693945710189
Yogiraj Street,residential,497.368922875455
Khot Lane,unclassified,118.259906334641
residential road of sethiya nagar,residential,171.989544675707
Anandgadh Market,unclassified,395.697200890851
shruti building,residential,123.935564231039
Ashok N Pagare Marg,residential,152.380170751862
Godrej Foods Factory Marg,unclassified,316.9585338862705
K Nagar Road 20,residential,232.940938907602
Municipal School Lane,residential,328.17116412877
Namdeorao Marg,unclassified,251.073815977972
Sai Ashish Road,residential,109.485373495396
Sai Shraddha Road,residential,178.466081186825
Swaminarayan Marg,unclassified,325.566108490554
Vikhroli Park Site Road 8,residential,220.531629527618
Rajaram Bane Marg,residential,976.55467945761
Godrej and Boyce Factory Road,unclassified,445.253803332876
Bhanushali Lane,residential,462.401267762543
Dhamma Kutti Marg,residential,166.956498031503
Joshi Lane,residential,331.353258121327
Khimji Lane,residential,256.497999831301
Khimji Punja Road,residential,219.457363772362
Mavla Maratha Road,residential,136.216315818832
Nath Pai Nagar,unclassified,527.76318205429
Sunshine Lane,residential,199.46832538309
PV Marg,residential,127.233843878252
Railway Colony Road,unclassified,1055.5319311924304
Rajawadi Road Number 4,residential,292.990994624501
Ramachandra Marg,residential,173.200841432269
Road No. 13,residential,763.0076796114836
Road No. 9,unclassified,782.139141123286
SaiBaba Lane,residential,149.647379970957
Shree Harishwar Marg,residential,167.933585516889
Babu Kamble Marg,unclassified,131.403104031196
father peter periera road,pedestrian,108.6650089025866
Jagdusha Nagar,residential,678.750432872884
North Mumbai Highschool Marg,residential,363.912442666677
Durga Mata Mandir Road,residential,556.654014903107
Ahmed Raza Marg,residential,504.45767690034
DD Sathe Marg,residential,319.375842125954
Tata Road 2,residential,288.091599787663
Tata Road 1,residential,122.26345677583
1st Bhatwadi,residential,158.063816992421
Chinchpokli Rd,unclassified,212.796163286248
Dr Ratnakar Bhaindarkar Rd,residential,398.846361053996
National Library Road / Nandi Galli,unclassified,290.348424946199
National Library Roadd,unclassified,116.374238293216
SJ Joshi Marg,residential,451.784430010864
Vitthal Chavan Marg,residential,136.286147202797
MT Sangam Road,residential,721.953503911812
Bhai Jivanji Ln,residential,200.98222697665
Guzder St,residential,148.337215712427
Karel Wadi,residential,167.318956271389
Old Post Office Ln,residential,185.065928174184
St Francis Xavier Ln,unclassified,192.881155117507
Wagle Wadi,residential,132.727857387447
Ekta Nagar 1st Lane,residential,409.202585025724
Ekta Nagar 2nd Lane,residential,336.80465669039
KN Gaikwad Marg,residential,490.187054919639
Mandala Road,residential,594.777514083403
Narayan D Mistri Marg,residential,360.290051651539
Nehru Nagar Police Station Marg,residential,717.538188398384
Nityanand Baug Road,residential,219.182268483833
Postal Colony Lane 2,residential,381.685404923296
Shivneri Nagar Road,residential,665.952579610169
St Vershaw Kakkaya Marg,residential,263.666474362451
Trilok Kapoor Marg,residential,413.913012257694
Sindhi Society Road Number 1,residential,704.495196235711
Dahisar,trunk,504.572561326345
Suhasini Pawaskar Road,residential,326.9892995205881
Nathalal Parekh Marg,tertiary,76.8292804510617
Allibhai Premji Marg (Foras Road),unclassified,621.558355099987
Sivram Seth Amritwar Marg,unclassified,781.147191066793
Bhawani Shankar Marg,tertiary,573.5008618624264
Navghar Marg,tertiary,226.649923849443
Sanjana Lane,residential,46.1119762067804
RCF Marg,tertiary,339.598556953126
HCC 247 park entry,path,154.96307125433
sky walk,unclassified,39.3845839853359
Devidas Road,secondary,280.208278316324
ACC Road,tertiary,1449.02510301731
Roshan Nagar,tertiary,281.383439319016
BARC Hospital Road,service,476.116363504616
Sainath Mandir Road,residential,1250.94716224611
Lokmanya Tilak Terminus Road,tertiary,212.9423007047805
Kohinoor - Vidyavihar Road,tertiary,593.866553224128
Hingwala Lane,residential,892.53149066649
Mithaghar Road,unclassified,884.424750212215
Vithalbhai Patel Road (Linking Road),secondary,694.239727078368
Zed Bridge,footway,444.500563656274
Madame Cama Road,primary,685.497178890095
Dattaram Lad Path (Kala Chowky Road),unclassified,531.216729519514
Shankar Ghanekar Marg,tertiary,578.365772390549
Mathurdas Extension Road,unclassified,878.027229973163
Wadala Crossing,unclassified,937.268702015129
Lakhamsi Nappu Road,tertiary,1652.63710588929
Old Prabhadevi Marg,unclassified,551.412590880919
Wadalal A Patel Road,unclassified,154.017734226639
Bandra Kurla Complex,unclassified,1417.516963566473
Dongarsi Road,unclassified,179.91059792334
B S Devashi Marg,tertiary,656.9826039374605
RTO Road,tertiary,133.9891340736882
Dr. Nitu Mandke Road,residential,65.0820219802798
N Dutta Road,unclassified,270.4176879710735
Doctor Homi Bhaba Road,unclassified,245.112386830809
Trolley Line Rd,unclassified,1262.99870204547
To Domestic Airport,unclassified,11.7499956385273
Bus 35 to Int. Airport,unclassified,8.87378868062509
Bandra Kurla Complex road,primary,87.04108416539404
Sahar Elevated Road,primary,264.951406896461
Freeway Exit,motorway_link,145.110751209623
Road Number 18,residential,339.681332730869
Children's academy,bridleway,16.9435400297691
Jau bhawani road,unclassified,348.507507498511
Kuttiwadi Road,residential,264.104976297884
TIFR 96 Flats,residential,151.316159385068
Tertullian Road,unclassified,90.8052914282446
Mumbai Monorail Phase1,unclassified,97.5061965839755
Internal Road,living_street,436.298719817921
Kele Wadi,unclassified,57.2481976063906
Bhagwan Swaminarayan Flyover,primary,529.552350354306
Public bridge,footway,75.5836964733559
Kelegai Road,service,33.6558211465693
Kohinoor City Road,tertiary,485.042163816764
Bandra Station Path,footway,88.9998610310832
Mogara Nallah,unclassified,671.651425238874
Borivali,unclassified,1312.53939773104
220 KV Tata salsatte to Borivali(M),unclassified,9399.2911115284
220 KV  Borivali(M) to Tata Borivali,unclassified,1771.80479003389
220 KV Kalwa salsatte(TPC),unclassified,3362.629912614695
Kalwa Borivali 220 KV line DCDC,unclassified,15852.1606794405
Kalwa- Trombay 220 KV line,unclassified,4177.2420926648
220 KV Salsatte Trombay Dharavi ( TPC),unclassified,12252.064962769375
LILO on kalwa-Trombay_220 KV _at Mulund,unclassified,642.742205936268
TATA VIKHROLI ss,unclassified,684.202880390092
Lilo on kalwa- Borivali at Mulund_220 KV,unclassified,1615.63176702366
Mukand Society (Private) Road,residential,415.148220348407
Raheja Vihar Road,unclassified,306.806621444268
Shankar Mandir Road,unclassified,126.933061338194
NIUS Substation,unclassified,75.2847742548684
village road,footway,54.0635276425703
Mysore Colony owned Road,residential,586.605927114828
H,unclassified,720.915925111423
M7,unclassified,266.706053381395
M6,unclassified,523.686748782919
S1,unclassified,362.74194277939796
Charni Road Railway Bridge,footway,97.7340327115797
Parsee Gymkhana,unclassified,147.102454577993
Santacruz FOB,footway,139.573287206641
Kandivali Railway FOB,footway,132.082587020886
Borivali FOB,footway,130.167504540618
Ghatkopar FOB,footway,89.8951339623845
shivaji nagar road,path,95.1265055099036
Borivali Station West Ticket Window,path,97.7800102906976
Platform 1 - Borivali Station,unclassified,339.640065806191
Platform 6 - Borivali Station,unclassified,489.952999265813
janta raod,footway,195.523014623525
Panjabi chawl road,footway,86.3804826196754
Panjabi chull,footway,42.3070593366633
9th Cross Road,residential,168.678328228092
Gregorios Path,residential,257.280185727673
4th Cross Road,residential,217.142315428445
Ashoka Gardens,residential,390.351278977501
Parel Tank Road,tertiary,573.576451044947
Rafi Ahmed Kidwai Marg,primary,3679.4148830959825
common way,residential,152.200875744255
Sanjay NAgar Road,residential,177.020391320011
Road No 20,tertiary,131.698117179361
Lal Bahadur Shastri Marg,primary,765.748210436863
The Imperial,unclassified,539.981680360813
market road,residential,105.025438480228
Dr Ambedkar Road,unclassified,693.613853883089
St. Dhyneshwar marg,residential,1183.16712606065
Dr M P Vaidya Marg,residential,349.697470888587
Vithoba Nathu Gawad Marg,unclassified,456.888555522749
Western Railway Virar to Borivali,unclassified,2940.30050927067
Kandivili Siding,unclassified,52.9842508887572
N G Acharya Marg (Chembur Govandi Road),secondary,120.85590711048934
Ashoka Towers,service,266.7819472813933
Kajupada Rd,unclassified,10.8848144699109
Dina Patil Shortcut,unclassified,120.599083062131
way to kishor baug hall,residential,38.8926148590321
way to towers,residential,57.6870310256172
Mohmmad Road,unclassified,984.059249419607
Suresh Pednekar Road,unclassified,289.649397752883
Shiv Shrusti,footway,20.9558843876333
datta mandhiar foot path,footway,59.3358109204782
sangharsh nagar road,footway,170.120047298381
sangharsh nagar main gate,residential,25.6871800028664
charbi gali,unclassified,218.351692499949
Muncipal Colony,unclassified,247.656006122334
MBPT staff quarters,unclassified,173.498763283981
Loreto Convent School,unclassified,82.7557619537802
Vakratunda Corporate Park,unclassified,146.73627145487
Abba Building,unclassified,143.614148628446
Bombilwadi Receiving Station,unclassified,55.1675969614643
New Kantwadi Rd,residential,62.5233983176081
Port House,unclassified,485.727723025108
Kanjumarg Station Rd,pedestrian,162.584326966228
A S Gaya Cross Road 1,unclassified,192.242337135791
Gohar MH,residential,616.270887956174
Om Nagar Road,unclassified,799.058084021871
Hare Krishna Road,residential,363.377310659728
60 Feet Road,secondary,806.7747387697156
Churchgate Platform,footway,85.2916837575535
Churchgate Railway Undebridge,footway,198.593016134107
Churchgate Railway Walking Tunnel,footway,61.5359403873086
Churchgate Railway Walk Tunnel,footway,75.7447466317177
Fosbery Road,residential,2791.59774400771
New Tank Bandar Road,unclassified,926.350266344033
Poisar Drain,unclassified,3895.35452181936
Gandhi Tekri Road,service,954.832262060562
Chhatrapati Shivaji Road Number 4,unclassified,764.156914234877
Shantilal Modi Road,secondary,567.233259525813
Chunabhatti Road,tertiary,451.243572129261
S.G. Barve Marg,secondary,339.79398799748003
Dr Annie Besant Road (Love Grove Road),trunk,72.0387572394693
Pedestrian bridge,footway,80.2370521553157
5th Road,unclassified,331.239651206019
Andheri BEST Bus Stn,service,95.0399616202125
Prakashwadi Road,unclassified,189.400127787694
Barrister Rajni Patel Road,tertiary,98.7971371269872
Water Purification Plant Kopri,unclassified,309.021958590278
Vidhan Bhavan Road,unclassified,312.993024635368
Kaikhushru Dubash Road,unclassified,63.3075392996494
Chhatrapati Shivaji Maharaj Road,tertiary,57.773196943246646
Mangal Wadi,residential,106.939004803573
anthony church road,residential,374.173438705111
220 KV Dahanu_Versova_Rinfra lines,unclassified,13229.4728191585
Versova Recieving Station,unclassified,961.339609359793
Versova Sewage Treatment Plant,unclassified,2893.10311328872
220 KV MULUND ss,unclassified,715.013090557196
Llad Road,unclassified,134.41994572986
RoadNO 9,unclassified,523.085825351568
St. Anne's Lane,residential,192.125346872682
M D Keni Road,tertiary,56.551133374650405
Global Pagoda Road,tertiary,1423.18363912181
Essel World Road,tertiary,442.337678614565
Global Pegoda Road,tertiary,148.922489632912
Trolley Line Road,unclassified,265.136389796811
Chikku Wadi Road,unclassified,427.71445261798
Captain Prakash Pethe Marg,secondary,469.87707399588703
General Jagannath Bhosale Marg,secondary,736.588981666246
Traction Sub Station Mahalakshmi,unclassified,441.170692676118
Fatima Church,unclassified,895.027732670408
27th Road (Pandurang Ashram Marg),unclassified,245.156055610911
Hasmukhbhai T. Parekh Road,unclassified,61.6383024544462
N S Patkar Marg,secondary,91.45998491236895
Charat Singh Colony Road,residential,200.340870474351
Velankanni Road,unclassified,157.296912091835
NL Road,living_street,92.2503196255486
Prem J. Ramchandani Road,tertiary,155.136073806122
Tagore Nagar Road,tertiary,92.5553741355907
